id,band,title,year,albumID,rand()
14430,22457,Into Black Nights,2007,81089,80299
14431,22458,Anger Grow,2014,81090,80298
14432,22459,Face to Face,2014,81091,80297
14433,22459,Echoes of Silence,2016,81092,80296
14434,22460,La antesala del infierno,2006,81093,80295
14435,22460,Sombrio y perpetuo,2012,81094,80294
14436,22461,Relato de muerte,2013,81095,80293
14437,22466,Feel the Rage,2007,81096,80292
14438,22466,Moshroom,2009,81097,80291
14439,22466,The Next Will Be Yours...,2013,81098,80290
14440,22468,Anger Will Remain,2007,81099,80289
14441,22468,Onward to Destroy,2009,81100,80288
14442,22468,Everlasting Genocide,2011,81101,80287
14443,22468,Cold Blood War,2014,81102,80286
14444,22470,Beyond Darkness,2014,81103,80285
14445,22471,Rebirth of Damnation,2016,81104,80284
14446,22472,Blasphemium,2015,81105,80283
14447,22480,Warfall,2002,81106,80282
14448,22482,Infraction,2006,81107,80281
14449,22484,It's a Sick Thing,2009,81108,80280
14450,22484,Ingquisition,2012,81109,80279
14451,22486,Cyberspace,1998,81110,80278
14452,22486,Suicide Binary Reflections,2001,81111,80277
14453,22486,Sunrape,2003,81112,80276
14454,22486,Cloned & Enforced,2006,81113,80275
14455,22487,Chewed Up and Spat Out,2012,81114,80274
14456,22495,Made by His Image... Killing to His Name,2016,81115,80273
14457,22498,Internal Life,1996,81116,80272
14458,22498,Ex-Pulsion,1997,81117,80271
14459,22498,Growth,2000,81118,80270
14460,22498,Life,2004,81119,80269
14461,22498,The 5th Season,2009,81120,80268
14462,22498,Expulsed,2013,81121,80267
14463,22500,The Harvester,2000,81122,80266
14464,22500,Sangre de los Muertos,2002,81123,80265
14465,22502,__о_илак_ика без_ми_,1999,81124,80264
14466,22504,Human Extinction,2012,81125,80263
14467,22507,Legions Awake,2015,81126,80262
14468,22509,Worldly Separation,1993,81127,80261
14469,22509,Perspectives,1995,81128,80260
14470,22511,Slanderous Society,2012,81129,80259
14471,22512,Synthetic Umbilical Supremacy,2006,81130,80258
14472,22512,Digital Embryonic Selection,2009,81131,80257
14473,22512,Anthropoexodus,2014,81132,80256
14474,22514,El nervio muerto de la libertad,2016,81133,80255
14475,22518,FF-ever,2003,81134,80254
14476,22519,Consumed by Elder Sign,2014,81135,80253
14477,22522,Dark Desires,1997,81136,80252
14478,22525,Krank,1995,81137,80251
14479,22525,Timetraveller,1998,81138,80250
14480,22527,Walpurgis - Sabbath of Lust,1996,81139,80249
14481,22528,Efigies de maldad,2008,81140,80248
14482,22534,Insanity Through Nightmares,2005,81141,80247
14483,22538,The Decline of the Human Race,2014,81142,80246
14484,22543,Outros Temem os que Esperam pelo Medo da Eternidade,2006,81143,80245
14485,22543,Imperfeições da Mão Humana,2010,81144,80244
14486,22547,Phobia,1995,81145,80243
14487,22547,Mind Crisis,1998,81146,80242
14488,22551,Death After Death,1994,81147,80241
14489,22551,Visions of Apocalypse,2015,81148,80240
14490,22552,Lachend in die Kreissäge,2006,81149,80239
14491,22552,Wir sind die Harten,2006,81150,80238
14492,22554,...and Darkness Drowned the Land Divine,1998,81151,80237
14493,22554,Prophecy of Doom,2004,81152,80236
14494,22554,Occultus Insanus Damnatus,2009,81153,80235
14495,22554,Unorthodox,2015,81154,80234
14496,22558,Perpetuating Idiocy,2016,81155,80233
14497,22562,Satanic Supremacy,2013,81156,80232
14498,22563,Hologram,2010,81157,80231
14499,22564,Rose of Memory,1996,81158,80230
14500,22564,Devil Inside,1998,81159,80229
14501,22564,_ол_о___ение,2000,81160,80228
14502,22564,Теб_ _же не_,2003,81161,80227
14503,22566,Unearthed from Wonderland,2001,81162,80226
14504,22566,Spherical Mirage,2004,81163,80225
14505,22569,Blood Icon,2015,81164,80224
14506,22572,In die Abgründe,2005,81165,80223
14507,22575,Exile of Pain,2003,81166,80222
14508,22576,The Slaughter of Divine Creed,2011,81167,80221
14509,22579,Fire Reflects in Ashes,2004,81168,80220
14510,22580,North of Nowhere,2009,81169,80219
14511,22580,Call of the Blue Distance,2014,81170,80218
14512,22581,Solus Bruit,2008,81171,80217
14513,22586,Fucking Infinity,2007,81172,80216
14514,22587,No More Room in Hell,2011,81173,80215
14515,22588,IneVitable,2006,81174,80214
14516,22588,An Inversion of Worlds,2008,81175,80213
14517,22589,Beginning of the End,1994,81176,80212
14518,22591,The Beginning,1993,81177,80211
14519,22591,Fade,1996,81178,80210
14520,22591,Mora,1998,81179,80209
14521,22593,Keep a Way,2000,81180,80208
14522,22593,Utopia for Sale...,2003,81181,80207
14523,22593,War Fetish,2006,81182,80206
14524,22593,Let It All Die,2016,81183,80205
14525,22594,Lessons Not Learned from All the Awful Things That Keep Happening,2013,81184,80204
14526,22605,Rotting Child of the Puswomb,2005,81185,80203
14527,22608,Chaos Reborn,2013,81186,80202
14528,22610,Internal Tension,2004,81187,80201
14529,22613,Bloodlust,2008,81188,80200
14530,22613,Asenzorn,2015,81189,80199
14531,22620,Deeds of Justification,2004,81190,80198
14532,22620,Series of Mutilations,2004,81191,80197
14533,22621,Today Is the First Day of the End of Your Life,2016,81192,80196
14534,22624,Suiciety,2003,81193,80195
14535,22627,The Living Walk Among the Dead,2016,81194,80194
14536,22630,Into Oblivion,2009,81195,80193
14537,22630,Creation of a Monolith,2010,81196,80192
14538,22632,Sex and Lust,2014,81197,80191
14539,22633,Pain Must Be Amplified,2001,81198,80190
14540,22633,Bureau of Disgust,2006,81199,80189
14541,22634,Once upon the Graveyard,2013,81200,80188
14542,22634,Chronicles from the Black Bile,2016,81201,80187
14543,22638,Gore Massacre,2004,81202,80186
14544,22639,Parasites,2010,81203,80185
14545,22641,Intra Spelaeum,2011,81204,80184
14546,22641,_аб__о давно,2015,81205,80183
14547,22645,Brutal Groove,1996,81206,80182
14548,22646,Conquered,1999,81207,80181
14549,22646,Berserk Artillery Barrage,2002,81208,80180
14550,22646,Orchestrated Kill Maneuver,2010,81209,80179
14551,22647,No Religion,2006,81210,80178
14552,22649,Distance | Collapsed,2016,81211,80177
14553,22651,Armistice,2008,81212,80176
14554,22652,Septicemic Plague,2011,81213,80175
14555,22653,Averno,2014,81214,80174
14556,22660,Divergence,2012,81215,80173
14557,22662,The Sickest of Society,2006,81216,80172
14558,22662,Grotesque New World,2008,81217,80171
14559,22663,Entrance to Another Reality,2011,81218,80170
14560,22664,The Philosophy of the Brotherhood of Arsonists,2006,81219,80169
14561,22664,Obsessed,2008,81220,80168
14562,22665,Days of Wrath,2000,81221,80167
14563,22665,Trapped,2006,81222,80166
14564,22665,Portrait of the Fallen,2014,81223,80165
14565,22666,Global Genocide,2016,81224,80164
14566,22667,Dispatch the Incarnation of God,2005,81225,80163
14567,22668,Prophecy of Doom,2006,81226,80162
14568,22668,Bearer of Cosmic Blasphemy,2008,81227,80161
14569,22668,Blood-Red Horizons,2011,81228,80160
14570,22668,Obscvritas Aeterna,2013,81229,80159
14571,22669,Archaeopteryx,2010,81230,80158
14572,22671,Grave Ekstasis,2013,81231,80157
14573,22671,Apollyon,2016,81232,80156
14574,22674,Visions of Light,2008,81233,80155
14575,22677,Totally Negative Thoughts,2001,81234,80154
14576,22677,War Was Won,2005,81235,80153
14577,22677,Upon These Ashes,2010,81236,80152
14578,22677,Shreds of Humanity,2014,81237,80151
14579,22682,Everyday Evil,2000,81238,80150
14580,22682,Ten Stabs of Demented Violence,2008,81239,80149
14581,22683,I Am the Arm,2015,81240,80148
14582,22687,Among the Ruins,2006,81241,80147
14583,22689,Make My Suffer Short,2009,81242,80146
14584,22690,The Awakening,2007,81243,80145
14585,22691,Doza,2008,81244,80144
14586,22694,Guidelines for Genocide,2002,81245,80143
14587,22694,Tribute to Totalitarianism,2008,81246,80142
14588,22694,Code of Consequences,2011,81247,80141
14589,22694,Congress of the Insane,2013,81248,80140
14590,22694,The Ferryman's End,2016,81249,80139
14591,22697,In Articulo Mortis,2009,81250,80138
14592,22697,Bringers of the Dawn,2010,81251,80137
14593,22701,A Doorway to Elsewhere,1999,81252,80136
14594,22701,Romeo Is Dead,2002,81253,80135
14595,22702,One of Two Fleshy Milk Secreting Glands on the Chest of a Woman,2006,81254,80134
14596,22702,Her Children Were All Chubby and Gay,2007,81255,80133
14597,22703,Esclaves du ciel,1999,81256,80132
14598,22707,Jengloth,2015,81257,80131
14599,22709,Experimental,2002,81258,80130
14600,22709,Deathcore,2003,81259,80129
14601,22711,Swimming in Eyes,2009,81260,80128
14602,22712,Jig-Ai,2006,81261,80127
14603,22712,Katana Orgy,2008,81262,80126
14604,22712,Rising Sun Carnage,2014,81263,80125
14605,22714,Working the Flesh,2000,81264,80124
14606,22715,World End Carnage,2004,81265,80123
14607,22716,Besok Qiamat,2002,81266,80122
14608,22716,Strategi Setan,2005,81267,80121
14609,22716,Origin of the Rebels Angels,2013,81268,80120
14610,22720,Dominion,2007,81269,80119
14611,22722,Exit Inside,2013,81270,80118
14612,22723,The Repercussions of a Badly Planned Suicide,2003,81271,80117
14613,22723,In the Library of Horrific Events,2005,81272,80116
14614,22723,No Tears for the Creatures,2008,81273,80115
14615,22724,Visions of the Past| Which Has Not Yet Come to Be...,2014,81274,80114
14616,22727,Perfect Revenge,2004,81275,80113
14617,22729,Cir-Cum-Cis-Ion of the Mar-Tyr,1995,81276,80112
14618,22729,40 Minutes to Impact,2004,81277,80111
14619,22733,Finger It Out...,2001,81278,80110
14620,22735,Daily Massacre,2007,81279,80109
14621,22735,Raped Enslaved Tortured Murdered,2010,81280,80108
14622,22736,Kingdom of Dead,1993,81281,80107
14623,22738,Distainer,2012,81282,80106
14624,22738,Inòspito,2016,81283,80105
14625,22740,Descomposición cerebral,1998,81284,80104
14626,22740,Crónicas del quirófano,2001,81285,80103
14627,22745,Human Machine,2015,81286,80102
14628,22748,Clear the Path,2003,81287,80101
14629,22748,Sink,2005,81288,80100
14630,22750,Atlas,2011,81289,80099
14631,22753,Annihilator,2011,81290,80098
14632,22753,Kaliya,2015,81291,80097
14633,22756,Make Us Stronger,2008,81292,80096
14634,22756,The Enola Day,2011,81293,80095
14635,22758,Mythes et combats pour l'Europe,2008,81294,80094
14636,22758,Saga guerriere,2011,81295,80093
14637,22759,Kill the World,2003,81296,80092
14638,22761,Welcome to the Violence,2002,81297,80091
14639,22761,Cold Years to Come,2005,81298,80090
14640,22762,Veni Vidi Vomui,2011,81299,80089
14641,22765,Kylmä rautainen,2005,81300,80088
14642,22765,Verinen taival| päättymätön tie,2010,81301,80087
14643,22768,Geardagum,2016,81302,80086
14644,22770,Self_-__onception,2016,81303,80085
14645,22773,Monkey Tricks,2000,81304,80084
14646,22773,Raptus,2007,81305,80083
14647,22776,The Triumphant Khaoz,2012,81306,80082
14648,22776,In the Halls of the Wicked,2014,81307,80081
14649,22779,The Bright Side of Death,2007,81308,80080
14650,22783,Kashgar,2016,81309,80079
14651,22786,Storm of the Horde,2003,81310,80078
14652,22787,Survival Generation,2003,81311,80077
14653,22787,Repress the Masses,2004,81312,80076
14654,22788,Sin retorno,2011,81313,80075
14655,22790,Man| God| Giant,2013,81314,80074
14656,22790,Coronation,2015,81315,80073
14657,22791,From the Hospital Table,2003,81316,80072
14658,22791,Anatomical Disaster,2004,81317,80071
14659,22796,No Better Friend - No Worse Enemy,2013,81318,80070
14660,22797,Back from Megalopolis,2014,81319,80069
14661,22801,Gondwanaland,2010,81320,80068
14662,22802,Hyborea,2007,81321,80067
14663,22804,Legions of Chaos,2011,81322,80066
14664,22804,Legions of Chaos (Remastered),2014,81323,80065
14665,22804,___ваан V: _е_ва_ волна,2016,81324,80064
14666,22805,...to Destroy the Planet Earth,2001,81325,80063
14667,22805,Suicide Anthology,2005,81326,80062
14668,22805,As the World Burns,2008,81327,80061
14669,22805,Descend into Heresy,2011,81328,80060
14670,22805,The Last Defence,2014,81329,80059
14671,22805,Ascension,2016,81330,80058
14672,22807,The End of Empires,2010,81331,80057
14673,22807,Immaculate Perception,2012,81332,80056
14674,22812,Emergence Phenomena,2010,81333,80055
14675,22814,Guerra Contra Tudo e Contra Todos,2014,81334,80054
14676,22815,Am Ende des Weges,2003,81335,80053
14677,22815,Schatten,2003,81336,80052
14678,22815,Selbsthass,2004,81337,80051
14679,22815,Vita Noir,2005,81338,80050
14680,22816,Elusive,2004,81339,80049
14681,22817,Immortality in Culture,2002,81340,80048
14682,22818,Keys to Eternity,2015,81341,80047
14683,22823,Raised by Hellish Demons,2003,81342,80046
14684,22824,Energi Hitam Penuh Siksa,1998,81343,80045
14685,22828,Bintang Timoer,2010,81344,80044
14686,22829,The Entrance of the Black Circles,2016,81345,80043
14687,22830,Vill,2007,81346,80042
14688,22830,Stress,2012,81347,80041
14689,22832,Ep 2011,2011,81348,80040
14690,22835,SeroLogiikal Scars (Vertex of Dementiia),2015,81349,80039
14691,22837,Eternal Nightmare,2007,81350,80038
14692,22837,Triggered by Hate,2008,81351,80037
14693,22840,Javhe Karma,1996,81352,80036
14694,22840,Opus Dei,2010,81353,80035
14695,22841,Horned Holocaust,2004,81354,80034
14696,22841,Inverted Funeral,2007,81355,80033
14697,22841,No Catharsis,2009,81356,80032
14698,22841,Burning Blood,2012,81357,80031
14699,22841,Great Death,2016,81358,80030
14700,22842,Destructive Force,2013,81359,80029
14701,22844,Gouge the Larger Intestine Then to Bring Eat,2009,81360,80028
14702,22846,The Thin Line Between Madness and Brilliance,2010,81361,80027
14703,22848,Killaman,2003,81362,80026
14704,22850,When Fridges Rule This World,2014,81363,80025
14705,22850,The Fridge and the Power It Holds,2015,81364,80024
14706,22853,Feeding the Dead,2013,81365,80023
14707,22854,One Track Mind,2004,81366,80022
14708,22854,Profits and Breakdowns,2006,81367,80021
14709,22854,Time vs. Life,2009,81368,80020
14710,22857,The Hordes,2014,81369,80019
14711,22861,Grow Deep,2013,81370,80018
14712,22863,Corrosive Birth,2010,81371,80017
14713,22863,Corrosive Legion,2011,81372,80016
14714,22865,The Night Out of Time,2005,81373,80015
14715,22865,Serpent Venus,2011,81374,80014
14716,22866,Futuristic Composed,2013,81375,80013
14717,22867,Divine Self Invention,2015,81376,80012
14718,22869,Forged by Satan's Doctrine,2012,81377,80011
14719,22870,Frostbite,2013,81378,80010
14720,22875,Lost in Chaos,2006,81379,80009
14721,22875,Into the Black Horizon,2012,81380,80008
14722,22876,Succession,2015,81381,80007
14723,22882,Hordes of Knabulu,2015,81382,80006
14724,22882,Voices of the North,2016,81383,80005
14725,22883,The Great ePIGemic War,2015,81384,80004
14726,22890,Redemption Refused,2006,81385,80003
14727,22892,Eyes Sewn Shut,2012,81386,80002
14728,22892,Pure Demon,2013,81387,80001
14729,22893,Schwarze Tage| wei_e Nächte,2005,81388,80000
14730,22894,First Enslavement,2002,81389,79999
14731,22894,The Uncanny Valley,2006,81390,79998
14732,22895,The Stage of Death,2015,81391,79997
14733,22898,Embrace the Abyss,2014,81392,79996
14734,22900,Addiction,2015,81393,79995
14735,22906,Shades of Black,2011,81394,79994
14736,22907,Testigos del miedo,2009,81395,79993
14737,22908,In the Shadows,1998,81396,79992
14738,22908,As Beauty Slowly Dies,2000,81397,79991
14739,22908,New Reign of Darkness,2009,81398,79990
14740,22909,Slaves of Darkness,1999,81399,79989
14741,22911,Jordevandring,2014,81400,79988
14742,22916,Vicious Circle,2013,81401,79987
14743,22916,Discomposure,2016,81402,79986
14744,22917,Death Metal Unit,2011,81403,79985
14745,22918,Microbellum,2010,81404,79984
14746,22918,Aberrations,2012,81405,79983
14747,22918,Microbellum,2013,81406,79982
14748,22922,Uno fuerte,2007,81407,79981
14749,22923,Humanidad sin salvación,2007,81408,79980
14750,22931,Puzzles of Flesh,2011,81409,79979
14751,22936,Eyes of the Soulless,2016,81410,79978
14752,22938,Zurück| um zu verletzen,1998,81411,79977
14753,22938,Blut für Blut,2000,81412,79976
14754,22940,Dead Sound Walking,2010,81413,79975
14755,22940,Humans Need War,2013,81414,79974
14756,22942,The Ancient Culture to Kill,2012,81415,79973
14757,22942,Sacrifice to Valaskj_lf,2014,81416,79972
14758,22942,Infinite Cosmic Evocation,2016,81417,79971
14759,22943,Explore,2013,81418,79970
14760,22943,Krimhera,2014,81419,79969
14761,22945,Golpe de estado,2007,81420,79968
14762,22945,Death Row,2009,81421,79967
14763,22945,Under the Roots of Death,2012,81422,79966
14764,22946,From Within,2000,81423,79965
14765,22946,Inferno,2002,81424,79964
14766,22946,Awakening the Chaos,2005,81425,79963
14767,22947,Grind World Order,2010,81426,79962
14768,22947,Psalms of the Eater God,2013,81427,79961
14769,22952,Blood Offerings,2008,81428,79960
14770,22953,Before the Ashes,2009,81429,79959
14771,22953,Traces of the Trade,2012,81430,79958
14772,22955,Turn On to Death,2001,81431,79957
14773,22955,Return to Death,2014,81432,79956
14774,22956,_ам__и д__га,1991,81433,79955
14775,22960,Taking Measures,2011,81434,79954
14776,22962,Among the Ruins,1997,81435,79953
14777,22962,Premature Burial,2000,81436,79952
14778,22965,Lay Down Forever,2012,81437,79951
14779,22965,Finis Dierum,2015,81438,79950
14780,22967,Six Sex Six,2008,81439,79949
14781,22968,Kulto a la bestia,2008,81440,79948
14782,22968,Diaboliko,2011,81441,79947
14783,22968,Jódete Jesús,2012,81442,79946
14784,22969,Dying Tradition,2009,81443,79945
14785,22974,Uljas uusi maailma,2012,81444,79944
14786,22974,Tulijoutsen,2014,81445,79943
14787,22974,M. Laakso - Vol. 1: The Gothic Tapes,2016,81446,79942
14788,22975,Your Only Escape Is to Die,2015,81447,79941
14789,22976,Finger Food Fetish for the Morbidly Abnormal,2003,81448,79940
14790,22976,Our Music Is a Transmission of Alien Intelligence,2007,81449,79939
14791,22977,Kutschurft,2002,81450,79938
14792,22977,Medisch Centrum Kutschurft,2003,81451,79937
14793,22977,Zolang de voorhuid strekt,2008,81452,79936
14794,22977,Over smaak valt niet te fisten,2011,81453,79935
14795,22977,Kamikaze Kamasutra,2015,81454,79934
14796,22979,Hunger,2001,81455,79933
14797,22979,Flatlined,2010,81456,79932
14798,22981,Stillborn,2012,81457,79931
14799,22988,Culto macabro,2015,81458,79930
14800,22991,Exceed the Veil of Maya,2010,81459,79929
14801,22993,Narcoturismo,2009,81460,79928
14802,22996,Ruining It for Everyone,2002,81461,79927
14803,23003,Transient,2011,81462,79926
14804,23009,Deserving Death,2013,81463,79925
14805,23010,Freakshow 666,2003,81464,79924
14806,23010,Bastards from Hell,2006,81465,79923
14807,23010,Solitary Ghostride,2008,81466,79922
14808,23011,Raah raah blääh,2005,81467,79921
14809,23012,Disease Called Mankind,2006,81468,79920
14810,23013,Death of Innocence,2006,81469,79919
14811,23017,Putas Party Fest,2011,81470,79918
14812,23017,Regurgitorso,2011,81471,79917
14813,23017,Orgía de sangre,2014,81472,79916
14814,23017,Lesbiathan,2015,81473,79915
14815,23018,Pangea,2006,81474,79914
14816,23019,Neutralized Existence,2009,81475,79913
14817,23021,Extinction Is Mandatory,1995,81476,79912
14818,23021,Assassins,2000,81477,79911
14819,23022,Asyik,2005,81478,79910
14820,23024,Below,2013,81479,79909
14821,23026,Self-Titled,2007,81480,79908
14822,23026,Ho' Ho' Ho',2008,81481,79907
14823,23026,You Believe These Laserguys?,2010,81482,79906
14824,23028,Through Thorns Up to the Stars (Сквоз_ _е_нии к зв_здам),2009,81483,79905
14825,23028,The Way Home,2010,81484,79904
14826,23028,War,2011,81485,79903
14827,23028,_ога_и__ мо__ _емл_,2013,81486,79902
14828,23032,Inside My Harmony,2002,81487,79901
14829,23036,The Green Effect,2014,81488,79900
14830,23038,Mind Prison,2002,81489,79899
14831,23038,Future World,2009,81490,79898
14832,23038,Unholy Puppets,2016,81491,79897
14833,23040,Infect,1995,81492,79896
14834,23040,Last Transgression,1997,81493,79895
14835,23040,Perpetual State of Collapse,2002,81494,79894
14836,23040,Cynic Verses,2011,81495,79893
14837,23042,Halls of Madness,2016,81496,79892
14838,23044,Eviscerated Earth,2013,81497,79891
14839,23048,Down with the Down,2011,81498,79890
14840,23049,Lavagoat,2010,81499,79889
14841,23049,Ageless Nonsense,2014,81500,79888
14842,23050,The War Inside,2003,81501,79887
14843,23056,Born to Grind,2009,81502,79886
14844,23060,One Million Bullets,2008,81503,79885
14845,23060,Decades of Addiction,2012,81504,79884
14846,23061,Karmic Execution,2016,81505,79883
14847,23062,Malign,2005,81506,79882
14848,23063,Led to the Grave,2008,81507,79881
14849,23066,Exit Humanity,2013,81508,79880
14850,23076,Imperio del Overno 666,1996,81509,79879
14851,23077,Legion of Death,1988,81510,79878
14852,23077,Condemned to Hell,2013,81511,79877
14853,23079,World of the Unformed Things,2003,81512,79876
14854,23079,Symphony of Painful Mysteries,2005,81513,79875
14855,23080,Malevolent Rapture,2006,81514,79874
14856,23080,Sons of the Jackal,2007,81515,79873
14857,23080,Feel the Blade,2008,81516,79872
14858,23080,Cult of the Dead,2008,81517,79871
14859,23080,Descent into Chaos,2011,81518,79870
14860,23080,Ravenous Plague,2014,81519,79869
14861,23082,Beat by Nothing,2011,81520,79868
14862,23083,Arcane Divisions,2012,81521,79867
14863,23083,Arcane Divisions 2.0,2014,81522,79866
14864,23084,Wasteland,2012,81523,79865
14865,23088,Burial Content,2009,81524,79864
14866,23088,Fruition,2016,81525,79863
14867,23093,Necrocanibalismo,1997,81526,79862
14868,23093,Whore Smashing Hammer,2009,81527,79861
14869,23095,Leprosectory,2007,81528,79860
14870,23098,Wicked Reich,1991,81529,79859
14871,23098,Reino maldito,1994,81530,79858
14872,23098,Llora Chíapas,1998,81531,79857
14873,23098,Devorando sueños,2002,81532,79856
14874,23098,La maldición,2003,81533,79855
14875,23098,Tambores de fuego!,2006,81534,79854
14876,23098,Tributo a Death,2010,81535,79853
14877,23098,Llueve sangre,2013,81536,79852
14878,23100,Embryonic Coagula,2016,81537,79851
14879,23105,Les ailes de la mort,2016,81538,79850
14880,23106,Au-del_ du songe,1996,81539,79849
14881,23111,Conqueror,2015,81540,79848
14882,23112,Let Them Burn,2009,81541,79847
14883,23119,The Kingdom of Unrealizable Hopes,2004,81542,79846
14884,23120,The Dark Embrace of Silence,1999,81543,79845
14885,23134,Karma Error,2015,81544,79844
14886,23134,En carne viva,2016,81545,79843
14887,23135,Better to Die on Your Feet Than Live on Your Knees,2012,81546,79842
14888,23138,Devoid of Meaning,2013,81547,79841
14889,23138,Misery,2014,81548,79840
14890,23138,Nothing,2015,81549,79839
14891,23139,North America Is Built on Slavery,2005,81550,79838
14892,23139,Parasitic Inhabitance,2008,81551,79837
14893,23139,The Feasting,2011,81552,79836
14894,23139,Life Against Death,2013,81553,79835
14895,23140,Prayers for the Sick,2005,81554,79834
14896,23140,Life Will Be Good Again,2007,81555,79833
14897,23143,Attack of the Megaleanasaurus,2007,81556,79832
14898,23145,The Cult of Light,2014,81557,79831
14899,23146,Under the Sign of Cancer,2011,81558,79830
14900,23148,The Golden Plague,2007,81559,79829
14901,23148,The Extra Dimensional Wound,2010,81560,79828
14902,23148,Baphometic Chaosium,2013,81561,79827
14903,23149,Doctrine,2016,81562,79826
14904,23150,Illuminate,2011,81563,79825
14905,23151,From All Centuries,2009,81564,79824
14906,23152,Diagnosis,2012,81565,79823
14907,23154,Aberration Complete,2013,81566,79822
14908,23155,Death. Famine. Plague.,2007,81567,79821
14909,23163,Destroyer of Death,1999,81568,79820
14910,23165,First Act of Violence,2008,81569,79819
14911,23165,Signs of Decay,2011,81570,79818
14912,23166,Forced Back to Life,2016,81571,79817
14913,23171,Ско_б_ _е___ дней,2014,81572,79816
14914,23172,Squalor,2013,81573,79815
14915,23174,Despondent by Design,2010,81574,79814
14916,23175,Born from Rot,2012,81575,79813
14917,23179,Pleasures Pave Sewers,1999,81576,79812
14918,23179,Hate Breeds Suffering,2002,81577,79811
14919,23179,Necropolis Transparent,2011,81578,79810
14920,23180,Exit the Futility Ward,2000,81579,79809
14921,23180,It's Always Darkest...,2006,81580,79808
14922,23181,Locomotive I.,1997,81581,79807
14923,23181,Nejsme nic,2000,81582,79806
14924,23181,Ornament z pijavic,2003,81583,79805
14925,23181,Malleus Carnalis,2008,81584,79804
14926,23183,Répugnance,1997,81585,79803
14927,23184,Barren,2007,81586,79802
14928,23185,Longa Morte,2013,81587,79801
14929,23185,_имб,2014,81588,79800
14930,23185,Escapism,2016,81589,79799
14931,23186,Looking for an Answer,2000,81590,79798
14932,23186,Extinción,2007,81591,79797
14933,23186,Eterno Treblinka,2011,81592,79796
14934,23189,The Golden Spirit of Hate,2007,81593,79795
14935,23192,The Autophagous Orgy,2002,81594,79794
14936,23192,Resickened,2004,81595,79793
14937,23199,Blind Leading Blind,2009,81596,79792
14938,23200,The Perfect Moment,2005,81597,79791
14939,23201,Despond,2011,81598,79790
14940,23202,Ricin for Lethe| Tropics of Cancer,2008,81599,79789
14941,23214,This Apparatus Must Be Earthed!,2008,81600,79788
14942,23214,Marauders,2009,81601,79787
14943,23214,Parasites,2012,81602,79786
14944,23214,Tyrants,2016,81603,79785
14945,23218,Grind to the Bone,2007,81604,79784
14946,23219,Apocalypse Is the Cure,2008,81605,79783
14947,23219,Life Capitulation,2009,81606,79782
14948,23219,Lumberjack Job for a Chainsaw Cowboy,2012,81607,79781
14949,23222,Dr. Krueger,2012,81608,79780
14950,23223,Defiance on the Steps of Heaven,2006,81609,79779
14951,23224,Desensitized to Oppression,2014,81610,79778
14952,23225,The Mists of Time,1997,81611,79777
14953,23225,Ghosts of Fall,2001,81612,79776
14954,23228,Altar Boy Discocult,2014,81613,79775
14955,23228,The Stoic Ideal,2016,81614,79774
14956,23230,Odio a muerte,2015,81615,79773
14957,23235,Close to Prime,2003,81616,79772
14958,23235,Diva,2005,81617,79771
14959,23238,Suicide for Life,2004,81618,79770
14960,23240,The Selected Ones,1992,81619,79769
14961,23240,Totentanz,1995,81620,79768
14962,23242,Crucified Freak,2015,81621,79767
14963,23245,Beautiful Musical Violence,1998,81622,79766
14964,23248,Dissenter,2012,81623,79765
14965,23249,Betrayed,2013,81624,79764
14966,23251,Vision of My Pain,2006,81625,79763
14967,23252,Blutverlust,2001,81626,79762
14968,23252,Mutilated Agony,2007,81627,79761
14969,23252,After Death,2008,81628,79760
14970,23253,Purity of Enmity,2007,81629,79759
14971,23254,The Calling Depths,2011,81630,79758
14972,23254,Sun Eater,2014,81631,79757
14973,23256,Death Gothic Doom,2014,81632,79756
14974,23256,Boundaries of Blood,2015,81633,79755
14975,23257,Monster Nature,2007,81634,79754
14976,23259,Cerberus Warewolfs II,2010,81635,79753
14977,23259,Instinct for Vengeance,2011,81636,79752
14978,23259,Epitaphium,2012,81637,79751
14979,23259,Hannibal Ante Portas,2013,81638,79750
14980,23259,Totenkränze,2013,81639,79749
14981,23264,Violent Behavior,2001,81640,79748
14982,23267,The Darkness of 1000 Years,2008,81641,79747
14983,23269,The Architect,2015,81642,79746
14984,23275,Trous du cul,1999,81643,79745
14985,23275,Les Saigneurs des anus - Le Retour du doigt,2004,81644,79744
14986,23276,Mundo Sombrio,2006,81645,79743
14987,23277,Ciudad grito,2007,81646,79742
14988,23279,World Scream,2005,81647,79741
14989,23280,Beneath the Trapdoor,2005,81648,79740
14990,23282,A Strings' Dramedy,2016,81649,79739
14991,23283,13th,2000,81650,79738
14992,23283,A Gift for Corpse,2012,81651,79737
14993,23287,Carne de cementerio,2000,81652,79736
14994,23287,Trono de huesos,2002,81653,79735
14995,23287,Sinfonías del terror ciego,2005,81654,79734
14996,23287,Mundo cripta,2008,81655,79733
14997,23287,Ruin,2013,81656,79732
14998,23293,Garden of Pleasure... Garden of Flesh...,2004,81657,79731
14999,23298,Lies in Ruin,2010,81658,79730
15000,23302,Maleficent,2012,81659,79729
15001,23302,Into the Aquatic Sector,2014,81660,79728
15002,23309,Enjoy / Life,1997,81661,79727
15003,23309,A Shoe Full of Maggots,2005,81662,79726
15004,23309,[f]EAR tERRORism,2008,81663,79725
